Case #1: Impossible
21 29 40268
7 2 42194
9 24 43617
8 26 44621
8 27 50914
28 25 53401
9 4 55909
17 27 57209
17 8 60916
23 16 62102
14 23 63653
30 16 65139
18 9 68499
16 8 69479
29 10 69697
25 9 71208
16 17 73030
2 27 75344
4 13 75617
4 14 76715
14 12 78806
7 4 79715
17 25 79733
7 13 80290
23 19 84492
5 16 86085
14 5 87636
28 17 88086
9 3 88877
16 26 89325
21 12 89874
25 13 90916
27 9 93732
7 25 95014
8 14 96487
3 20 97546
18 25 97587
27 29 98427
24 4 99526
5 3 104656
21 3 104879
15 18 105289
28 2 106221
3 2 107265
21 8 108316
7 19 108864
10 21 109965
29 26 112669
30 20 113977
25 24 114825
7 27 117538
25 3 117965
8 20 118317
16 27 120393
5 8 120573
29 25 120951
15 19 121848
20 17 121868
1 17 121898
21 14 121899
28 9 124609
13 18 124983
17 29 125194
16 28 127394
11 5 130191
23 8 131581
6 29 133003
18 8 133885
14 25 134985
17 23 135132
27 19 136670
28 10 137247
16 29 137527
17 30 138169
21 27 138695
23 4 140368
26 14 141108
1 16 141313
19 29 141328
19 13 141542
16 3 142775
25 16 142917
4 28 143742
28 13 144317
8 9 144646
29 3 145147
27 11 147949
5 24 149916
17 9 150941
14 13 152332
9 21 153000
23 15 153134
11 23 154174
26 30 154464
17 14 157403
27 22 157733
16 21 157956
26 3 158128
20 12 159332
4 8 163779
8 13 164354
10 27 168124
7 8 168452
2 12 169051
20 27 169231
23 9 169550
17 4 170074
9 15 173788
17 12 174800
12 8 175293
7 21 176806
17 6 177661
2 23 177889
27 1 179107
25 12 179751
3 6 179805
25 22 180257
13 23 181270
23 27 182495
12 6 182609
21 23 185552
13 26 186944
22 6 190994
26 12 191095
29 9 192159
15 2 192176
9 5 193533
24 17 194309
10 18 194466
16 22 195086
16 2 195737
21 22 197036
23 25 198638
8 11 198863
10 12 199839
8 6 201051
4 16 202470
30 29 202666
6 10 202700
1 18 202761
29 15 203057
26 24 203388
23 1 203415
1 29 206143
30 1 206452
14 1 207041
13 12 207147
30 3 207914
21 5 209535
29 4 211292
16 9 214125
15 16 215236
20 15 215575
4 11 215766
29 7 215965
15 4 219402
26 11 221453
18 11 223012
21 30 223095
30 18 224263
24 1 227643
22 2 233077
13 16 233833
15 28 235885
8 15 239174
11 10 244722
11 29 246376
6 20 246671
6 5 247171
30 24 249145
12 1 251807
25 6 253954
2 1 254451
23 22 257188
22 15 261048
2 6 262230
11 22 263415
10 30 265755
30 4 267609
7 6 267648
30 7 270701
5 22 270955
6 4 273540
1 10 275840
22 18 277844
30 15 280375
10 13 281564
11 21 286644
7 1 295066
22 24 295082
12 11 296633
15 11 307308
6 11 377362
Case #161: 11
2 4 438458
1 3 511516
7 12 668490
8 10 680435
5 9 714502
6 8 751976
7 8 771981
5 11 867746
5 7 934428
9 12 980440
6 4 990152
Case #162: 50
45 36 95540
36 29 106206
38 29 112134
38 45 122800
2 25 178777
26 18 202751
2 24 215297
37 9 267632
4 6 277045
26 11 307841
20 21 322561
48 24 325509
21 14 350288
25 21 353640
24 7 366686
14 15 380856
23 7 381851
6 41 381950
31 35 393185
46 47 403366
20 18 415833
48 30 424316
38 49 450782
9 43 512224
2 40 532567
45 42 534318
45 46 541725
20 7 559697
21 42 572157
49 50 581310
47 50 590474
44 35 619306
29 3 631115
44 50 656673
42 7 663093
11 33 665147
46 50 685146
40 17 694206
33 47 698560
11 47 714799
48 19 735308
10 23 775833
48 15 781245
50 27 808876
1 11 847594
32 50 875433
49 10 881234
12 35 888798
3 7 907092
46 27 915814
Case #163: 50
29 41 20984
8 40 128186
7 34 202587
19 10 243501
15 42 306821
18 7 350086
15 3 363812
19 20 401579
32 49 411306
27 46 415226
5 45 432860
4 7 446262
19 42 450436
33 23 470049
29 45 513148
11 13 526247
49 18 531902
45 49 537708
15 41 563159
20 13 564588
7 1 595438
32 24 598135
34 31 619080
8 24 632527
32 34 632770
38 18 654365
29 50 666555
5 49 682785
13 50 686232
35 46 696352
17 46 714168
9 17 715568
11 29 726548
48 4 760337
34 50 762219
8 11 770282
13 18 780418
46 12 790366
3 4 796128
46 23 802876
31 29 835061
34 21 867452
5 50 874498
19 17 892780
26 6 892885
37 3 903104
49 30 908734
33 3 914028
5 12 928750
27 24 990966
Case #164: 10
4 1 131840
1 2 264867
1 6 320204
4 6 452044
5 3 493393
1 5 524717
3 1 531632
5 2 637772
5 4 656557
3 2 796499
Case #165: Impossible
Case #166: 9
2 9 84490
8 3 103482
2 3 124098
3 5 203113
9 3 208588
3 7 208639
6 9 219518
4 8 298177
6 2 304008
Case #167: 44
24 18 78633
20 15 83105
9 24 104560
9 19 137740
18 11 145579
3 24 167024
18 9 168922
11 5 175420
7 24 178938
20 19 182446
18 12 183215
12 3 212335
22 15 274046
25 13 288105
25 3 288813
4 23 293755
21 2 321624
7 3 345962
21 19 355162
23 1 359042
25 19 373686
7 17 374757
8 1 382083
7 23 391698
4 25 400018
8 5 423033
12 21 426564
14 11 450925
18 14 462612
23 25 465069
21 22 484395
10 6 502765
22 25 502919
7 13 528524
12 10 532340
4 2 551130
23 2 556115
12 2 560343
4 16 589528
22 14 591864
6 2 629589
16 2 668334
20 13 706837
14 13 946944
Case #168: 40
20 11 94469
2 9 114700
12 1 114932
5 9 137992
2 1 143200
13 2 159982
11 15 165112
17 12 172551
20 5 175124
18 5 186882
8 12 191611
16 15 192220
7 6 200227
18 12 210508
7 9 224063
10 12 236964
15 8 244293
16 9 245755
11 13 253276
1 9 257900
7 20 261195
7 3 262114
15 14 308463
7 17 310182
19 3 311874
15 12 319297
9 14 361998
17 8 364162
13 10 368678
4 20 378582
1 19 396611
11 19 399090
4 6 428801
10 3 436633
4 7 447300
10 2 449450
9 4 452637
4 16 468992
4 17 518971
19 4 526934
Case #169: 47
1 10 35395
3 7 59922
9 11 75534
10 6 95646
3 4 106078
9 10 120892
6 3 133402
1 7 133731
8 5 140402
6 9 145748
11 2 157203
11 1 161031
7 4 166000
7 10 169126
3 1 193653
10 11 196426
7 9 219228
4 5 222504
3 10 229048
2 9 232737
4 8 232898
10 4 235333
11 7 236758
4 1 238090
4 6 239480
11 3 296680
2 1 318234
9 4 323587
3 5 328582
8 3 338976
2 10 353629
6 2 378485
7 5 388504
7 2 393961
7 8 398898
11 4 399121
8 9 440419
3 2 453883
5 10 457837
5 1 460594
6 5 461984
6 8 463254
8 10 468231
8 1 470988
5 9 546091
11 5 621625
8 2 657323
Case #170: Impossible
Case #171: 84
21 7 9102
11 10 11624
7 3 29531
3 8 32194
4 3 33363
3 21 38633
12 7 52061
4 12 55893
3 12 81592
12 20 89739
20 22 96594
19 11 107590
9 6 108514
7 18 112152
9 12 126399
11 16 127926
10 16 139550
20 7 141800
20 4 145632
9 4 147050
1 19 149974
4 15 160702
15 8 167197
5 7 167868
5 14 168725
17 8 170386
8 5 170531
20 3 171331
12 2 182315
8 6 188509
13 10 193366
23 5 196610
5 16 203116
1 14 203264
17 12 219784
18 17 220813
1 20 223667
8 13 227531
9 1 231133
1 23 231149
4 11 232205
16 19 235516
2 9 236642
8 2 237039
10 7 239997
9 22 240660
8 22 241057
21 10 249099
6 19 254930
17 9 255633
18 19 257374
13 5 263361
2 3 263907
13 17 264206
19 20 265521
18 2 271462
18 15 272932
19 9 273091
14 12 275601
20 10 277675
23 18 282125
23 4 287787
13 19 289332
19 2 290581
7 23 291619
19 22 294599
9 23 295034
16 6 298514
21 23 300721
16 18 300951
20 16 309209
20 5 309668
4 14 315672
9 16 316675
3 23 321150
14 21 328606
2 16 334165
2 6 345156
3 14 349035
1 17 353712
17 14 358842
14 20 365340
15 16 436065
14 2 451887
Case #172: 31
1 23 7068
23 7 215839
6 14 285947
13 6 375723
13 20 474287
2 13 474427
12 23 525765
9 18 529197
23 6 551854
22 12 574038
11 3 626368
8 13 638727
20 6 670458
17 12 683911
16 1 698205
20 5 700845
16 12 729452
6 7 767693
2 3 776665
5 10 785328
22 11 821049
22 10 841843
1 15 856858
3 24 868500
23 21 870924
8 17 873543
3 7 885767
21 5 900095
10 18 902359
11 12 922546
10 25 944269
Case #173: 141
9 6 15577
8 7 19122
9 8 19867
6 5 21134
7 6 23412
10 6 26896
14 17 30174
16 3 30467
10 8 31186
14 4 33626
5 9 36711
19 18 37336
9 7 38989
9 10 42473
8 17 44186
2 6 44343
7 5 44546
5 10 48030
8 2 48633
10 7 50308
12 19 53972
9 2 59920
17 7 63308
17 4 63800
6 11 64003
9 17 64053
19 13 64862
5 2 65477
2 7 67755
5 17 69610
1 15 70890
2 10 71239
6 4 74413
14 6 74666
10 17 75372
4 8 78703
11 9 79580
4 7 80772
1 5 83002
5 11 85137
14 5 86905
7 11 87415
7 14 89498
4 9 89990
2 17 92819
4 10 101309
18 13 102198
2 11 108346
11 17 112479
18 5 116234
14 19 116429
14 2 119009
6 3 119474
1 9 119713
6 12 120732
3 8 123764
12 8 125022
11 4 127232
1 7 127548
1 10 131032
3 9 135051
4 1 136281
9 12 136309
6 18 137368
14 11 138669
5 3 140608
8 18 141658
7 3 142886
19 17 146603
10 12 147628
6 16 149941
4 19 150055
18 9 152945
5 19 153570
18 14 153765
15 5 153892
8 16 154231
7 18 160780
3 2 163817
18 10 164264
2 12 165075
9 16 165518
17 3 167950
11 1 168139
4 18 169513
14 1 169907
12 14 170401
5 16 171075
14 16 172448
7 16 173353
19 6 174704
4 15 174725
6 15 175026
19 8 178994
8 15 179316
14 13 181291
2 18 181711
12 1 182600
18 17 183939
12 11 184735
19 9 190281
9 15 190603
4 3 193887
2 16 194284
19 7 198116
15 7 198438
18 1 199236
18 11 201371
10 15 201922
4 16 206074
14 15 208351
13 17 211465
11 16 213944
13 4 214917
13 5 218432
2 19 219047
2 15 219369
17 15 223502
3 1 223610
19 1 236572
15 11 239029
13 6 239566
3 12 240206
8 13 243856
15 12 253490
16 1 254077
18 3 256842
7 13 262978
10 13 266462
15 18 270126
12 16 270673
16 19 280590
16 18 287309
19 3 294178
3 15 294500
13 1 301434
15 19 307462
16 15 324967
13 16 345452
13 3 353199
13 15 372324
Case #174: 3
17 26 381915
15 22 681098
19 7 887082
Case #175: Impossible
Case #176: Impossible
Case #177: 43
16 15 54098
40 41 76668
18 26 259860
15 32 288472
40 7 295744
25 35 318643
22 41 330760
14 26 333075
13 41 353410
17 18 355864
15 10 355936
37 34 401543
39 40 404278
4 40 415383
34 23 441290
27 33 451412
32 18 454945
24 22 532522
42 24 540133
11 15 543450
9 29 555783
32 7 556804
16 11 597548
31 22 609281
31 10 609442
7 42 657506
21 2 659699
17 24 681898
22 13 684170
36 35 685332
27 8 702505
3 35 706394
10 38 707967
45 4 770240
13 45 825796
11 34 833689
31 29 850480
1 41 860141
25 17 913638
17 6 925543
36 37 958675
18 23 969029
6 43 996343
Case #178: 36
3 29 42167
18 5 88089
21 17 178636
16 25 288461
29 10 376228
33 7 413891
36 43 447399
46 33 486034
16 5 492934
21 28 532332
6 38 544821
29 36 563027
38 12 576738
17 23 583044
39 20 586043
3 36 605183
31 6 606932
45 48 618793
12 16 622821
27 24 625358
15 32 655353
16 24 695849
42 11 745058
34 44 749312
16 10 749598
5 3 803429
9 48 855082
33 48 860598
41 46 883196
9 10 885897
28 19 887384
1 28 899252
14 28 900735
19 26 911161
30 13 945287
12 9 964616
Case #179: 350
19 21 1827
11 4 21402
26 24 25330
20 19 26019
4 27 29304
22 19 34003
22 7 35155
21 22 35830
1 30 36374
13 16 38306
30 4 41559
22 5 44187
24 9 44499
4 13 45956
22 1 47066
13 23 49767
4 21 50480
27 11 50706
20 5 55665
10 20 57826
6 30 57908
22 23 58613
12 23 59591
22 20 60022
16 11 62860
8 20 64648
20 14 65377
23 4 66386
24 21 66442
19 24 68269
26 9 69829
11 8 70389
12 1 71138
11 21 71882
11 19 73709
10 28 74080
4 20 74672
6 22 74804
20 7 75045
27 13 75260
12 4 76323
24 11 76490
1 4 77933
5 19 78190
5 7 79342
21 27 79784
17 24 80880
1 19 81069
14 2 81554
19 27 81611
21 10 82018
1 7 82221
16 12 82623
6 13 82848
21 1 82896
30 22 83440
4 7 84219
16 4 84262
4 3 84577
7 3 84950
9 23 85316
11 1 85868
22 4 86310
16 23 88073
21 8 88840
6 21 90502
20 24 90634
19 8 90667
5 1 91253
19 14 91396
26 21 91772
4 8 91791
30 21 92039
19 23 92616
6 12 92672
6 17 93462
26 19 93599
19 30 93866
15 7 94191
23 21 94443
13 8 94943
23 27 95690
20 11 96074
13 21 96436
7 30 97557
11 12 97725
4 24 97892
13 19 98263
6 4 99467
1 16 99620
24 3 100539
24 13 101044
15 21 101580
26 4 103836
20 27 103976
10 13 104443
11 7 105621
12 27 105627
11 3 105979
17 26 106210
20 1 107088
11 6 107402
11 22 107712
13 22 108380
29 2 109243
9 4 109574
17 19 110064
3 5 110460
15 9 110920
21 9 110941
25 28 112030
9 19 112768
16 30 112900
27 7 113523
27 16 113566
6 20 114694
20 26 115964
10 3 116115
30 20 116231
31 24 116659
24 7 117295
6 9 118397
20 23 118635
5 6 118991
30 31 120080
5 8 120313
20 13 120628
9 11 120989
5 14 121042
8 27 121095
16 6 121154
10 8 122474
13 7 122497
8 3 122937
10 14 123203
22 8 124670
23 3 124886
12 9 124946
17 9 125379
14 22 125399
26 3 125869
3 30 126136
13 26 126374
23 17 126543
21 12 126803
22 26 127602
27 6 128771
10 11 128997
23 24 129815
13 28 129906
8 14 130025
5 4 130337
13 3 130533
5 15 133053
7 17 133111
27 26 133140
16 8 133249
8 30 133350
15 6 133840
16 21 134742
12 14 135091
20 9 135133
3 15 135677
17 20 136083
13 18 136161
19 16 136569
1 17 138090
27 9 138878
24 16 139350
8 7 139693
14 9 139901
14 4 140049
1 24 141362
26 31 141989
26 7 142625
16 10 142749
15 14 142765
9 22 143929
22 17 144067
8 23 144710
23 31 144907
3 9 145038
30 26 145395
24 5 146299
16 22 146686
24 8 146879
2 20 146931
28 7 149505
12 20 150995
30 17 151370
11 5 151739
4 15 152060
13 5 152567
23 10 154210
31 14 154330
23 26 155145
8 1 156257
6 24 156944
11 17 157370
28 19 157925
21 25 157948
27 5 158014
7 9 158046
20 16 158934
25 19 159775
18 11 160715
7 16 160803
3 12 160900
9 31 161158
4 31 161639
10 27 161802
4 17 162371
26 16 164680
10 1 164914
26 1 166692
12 8 168114
16 28 168212
16 3 168839
14 27 169353
24 12 169445
14 30 169855
2 21 171123
17 25 171521
14 1 172465
6 10 172520
16 9 173389
11 15 173462
10 26 173790
10 30 174057
28 4 175862
2 30 176196
13 17 176310
8 6 177791
12 10 179416
28 23 179673
26 12 180159
15 26 180749
14 26 181341
31 21 181354
15 27 181364
18 4 182117
6 26 182274
31 19 183181
23 14 184012
18 21 184381
28 22 184660
12 17 186134
30 18 186559
28 5 187571
9 5 188116
17 5 188254
6 28 189154
25 5 189421
3 28 190195
29 14 190797
27 31 190943
28 1 191220
17 27 191675
30 15 191748
13 31 194674
28 8 196554
14 28 197283
1 18 197475
17 31 197539
13 15 198016
25 8 198404
25 14 199133
11 25 200163
17 8 200731
23 2 201023
29 1 201418
17 14 201460
2 5 202596
31 22 203520
30 28 204500
2 10 204757
31 20 205546
22 2 206953
4 25 208428
18 20 208573
7 25 208801
15 28 209294
2 12 210960
25 15 211144
27 18 211421
8 2 211579
18 10 212149
29 23 212965
31 3 215451
31 7 217637
15 12 217655
14 16 217714
16 25 218283
18 3 218478
29 19 218824
6 18 219009
28 24 220040
18 22 220211
2 9 221455
2 7 221976
29 9 223757
2 15 224319
24 25 224390
29 30 227235
25 23 229744
6 2 234104
18 7 235234
2 31 235884
15 16 236322
24 18 237205
24 2 237565
27 25 237732
1 25 240844
29 6 246046
2 27 247059
25 6 248450
29 5 248470
22 29 248484
26 25 249720
18 25 250099
10 29 250631
2 13 250790
29 3 251094
8 31 253430
8 29 257453
29 12 261999
29 13 262732
2 26 262895
5 18 264238
28 9 264539
29 4 267477
29 7 267850
28 17 267989
18 17 268139
9 25 268889
9 18 271244
14 18 273950
18 2 279072
17 2 283014
11 29 287286
26 29 293586
27 29 296781
16 29 301038
18 31 306639
31 28 324580
29 25 326561
29 17 328888
25 31 339302
29 31 345127
18 29 388315
Case #180: 13
6 4 19355
2 4 24849
4 3 41152
2 6 44204
3 6 60507
2 3 66001
1 3 121595
4 1 162747
1 6 182102
1 2 187596
5 4 242412
5 3 283564
5 1 405159
Case #181: 107
15 2 20645
16 17 31184
17 1 33415
8 6 55304
1 16 64599
4 9 69754
5 9 72001
6 9 77638
7 2 90212
13 17 105689
4 6 110006
14 2 112112
8 9 132942
16 13 136873
13 1 139104
7 9 140374
5 4 141755
5 16 146745
6 5 149639
1 12 149975
7 14 161034
8 4 165310
10 8 168915
12 15 170922
10 5 172420
6 17 174662
17 5 177929
12 17 183390
9 2 183489
4 15 184134
9 10 191249
8 3 197860
4 2 204779
5 8 204943
6 1 208077
4 7 210128
5 1 211344
7 5 212375
12 16 214574
6 7 218012
10 4 223617
6 15 240482
7 12 240489
3 14 248826
3 10 249814
6 3 253164
9 14 254311
5 2 255490
6 2 261127
14 12 262389
2 1 266274
17 10 266910
7 8 273316
14 4 275601
7 13 276332
13 6 280351
4 17 284668
1 15 286919
10 15 287960
4 16 288500
12 13 289079
11 9 290609
11 17 296605
16 10 298094
17 2 299689
2 8 301777
2 10 308605
4 1 318083
5 14 326312
1 11 330020
9 3 330802
11 6 330861
2 16 330873
10 7 331623
6 14 331949
12 9 333766
15 3 340293
15 13 345899
16 15 351518
12 4 355056
9 13 355619
1 7 356486
12 6 358052
2 3 360938
5 11 362610
4 3 363170
13 2 366544
8 14 372599
10 13 372599
1 14 378386
7 17 382021
8 11 386165
13 11 402294
3 5 402803
11 15 404989
7 3 409860
14 17 411801
16 3 424625
2 11 425634
3 17 427826
11 7 430983
14 13 437366
16 14 442985
12 11 479995
11 14 496456
3 12 511215
3 13 533515
Case #182: 693
39 17 1769
49 33 4726
49 29 7912
27 4 10463
43 40 12486
29 18 13422
41 23 14894
11 26 16645
26 40 17357
16 4 17377
44 33 17453
19 31 17990
49 6 18928
34 29 23195
50 31 23563
33 14 24245
12 8 26507
45 23 28727
49 14 28971
28 12 29551
40 49 30040
48 29 30311
50 32 30491
34 15 30735
48 43 31016
49 34 31107
47 42 32053
44 18 34061
14 21 34638
40 33 34766
14 48 34947
28 26 35796
33 34 35833
39 42 35965
32 19 36064
16 3 36646
8 16 36740
14 29 36883
8 43 37623
34 39 38368
6 14 38447
35 23 39384
4 8 40033
18 15 40508
28 27 40610
28 43 40667
19 11 40752
19 14 40775
9 36 41618
44 14 41698
43 49 42526
40 44 42767
40 48 43502
27 3 43560
12 45 43681
45 14 44220
21 47 45121
23 14 45281
12 21 45676
41 24 45955
14 50 46348
33 11 46367
46 31 47022
33 43 47252
47 13 48026
18 39 48141
38 14 48714
40 6 48968
8 11 49397
28 33 50139
18 14 50305
47 14 50379
43 29 50438
3 43 50659
18 40 51374
12 40 51870
22 24 52964
48 34 53506
46 32 53950
31 32 54054
29 7 54535
41 33 54632
19 10 54643
29 26 55309
5 50 56684
19 26 57397
50 43 58099
44 35 58296
21 35 58529
31 11 58742
33 21 58883
49 25 58962
40 14 59011
29 8 59733
17 29 59794
40 41 60049
26 44 60124
11 6 60569
40 34 61147
6 8 61297
26 4 61449
39 29 61563
33 15 61587
34 22 61715
46 10 62071
11 3 62433
11 18 62544
29 28 62777
50 26 62970
16 12 63247
21 49 63609
43 18 63860
47 23 64266
40 21 64300
28 6 64341
46 26 64419
44 8 64548
40 19 65012
19 33 65020
48 41 65334
50 48 65567
4 43 66320
41 29 67270
9 20 67522
42 45 67592
47 24 67661
17 49 67706
41 15 67729
8 41 67932
7 18 67957
47 39 68018
42 7 68035
23 5 68616
26 18 68731
6 41 68834
39 15 69103
2 21 69174
26 16 69492
23 33 69526
48 21 69585
49 19 69746
11 46 69784
14 46 69807
27 12 70161
8 45 70188
3 28 70342
32 35 70508
43 31 70516
40 50 70585
50 33 70593
30 41 70914
49 35 71023
41 19 71162
14 8 71340
29 21 71521
17 7 71685
44 25 71689
19 37 71803
18 21 71806
14 12 71812
39 22 71876
21 15 71980
40 46 72034
8 32 72046
8 21 72183
17 33 72432
10 31 72633
33 38 72959
18 8 73155
45 49 73191
28 45 73232
17 22 73645
45 40 73882
1 17 73970
34 25 74245
14 28 74384
38 13 75118
21 30 75165
44 7 75174
50 49 75319
31 26 75387
21 19 75413
33 35 75749
6 15 75789
12 24 75803
18 41 76057
44 21 76336
42 16 76337
24 14 76342
23 30 76726
50 41 76735
43 27 76783
32 11 76816
19 42 77389
29 19 77658
38 49 77685
25 6 77890
48 31 77984
11 4 78094
48 3 78468
26 34 78504
2 45 78756
29 35 78935
32 34 78967
12 47 79220
19 6 79222
47 49 79350
23 2 79817
22 16 79940
42 13 80079
5 31 80247
50 21 80986
12 22 81229
18 45 81388
42 41 81425
34 21 81579
26 21 81657
29 23 82164
44 39 82202
42 14 82432
19 44 82473
8 34 82928
35 48 83051
29 50 83231
41 5 83510
45 13 83565
6 23 83728
16 33 83835
49 5 83881
41 11 84309
1 46 84593
14 35 84665
30 45 84747
6 50 84795
48 7 84846
22 29 84910
19 45 84995
22 45 85086
29 38 85597
34 41 85830
23 28 85870
38 18 85882
28 34 85972
23 19 86056
38 15 86056
46 17 86091
16 11 86137
12 29 86240
6 47 86415
17 6 86634
22 27 86854
23 44 86979
4 33 87128
29 47 87262
47 15 87721
5 21 87761
12 6 87804
25 14 87933
39 6 88403
16 49 88561
32 43 88590
41 31 89152
27 40 89269
17 5 89373
46 37 89689
6 35 89951
37 45 89980
17 48 90105
44 38 90412
10 32 90707
38 43 90862
44 12 91055
19 18 91080
39 5 91142
19 47 91154
45 34 91161
45 26 91239
11 15 91531
39 48 91874
18 35 92357
7 40 92487
13 19 92630
49 22 92822
10 36 92998
49 3 93185
28 19 93193
21 31 93403
13 41 93445
42 4 93714
46 33 94052
22 21 94668
23 32 94809
38 50 95062
48 12 95146
5 28 95195
2 14 95310
10 11 95395
3 46 95582
31 29 95648
26 38 95733
39 43 95800
29 16 96473
5 44 96608
18 50 96653
5 35 96701
6 31 97212
5 45 97343
29 42 97528
43 17 97569
25 42 97576
33 3 97911
16 6 98037
12 32 98553
49 46 98778
41 22 98919
50 1 98956
18 12 99662
12 3 99893
11 25 100172
46 41 100194
46 28 100215
16 39 100405
23 34 100724
45 25 101062
40 35 101063
32 40 101076
29 3 101097
44 16 101288
14 30 101301
25 43 101488
18 1 101769
38 5 101837
32 29 102162
11 35 102293
17 26 102440
16 32 102698
30 19 102723
45 31 102985
14 5 103032
3 19 103185
15 43 103305
41 16 103699
23 31 104046
7 1 104271
1 19 104529
11 47 104568
4 44 104581
43 7 104973
15 25 104980
15 42 105068
24 28 105354
48 16 105379
29 20 105386
49 42 105440
17 27 105550
25 7 105585
32 49 105810
3 44 105912
40 24 106004
9 19 106023
27 21 106362
35 19 106572
46 15 107149
10 43 107169
32 41 107226
39 27 107319
19 36 107548
22 8 107736
50 39 107781
43 42 107905
16 14 108080
26 15 108176
27 44 108202
30 50 108296
23 13 108339
38 22 108744
50 3 108758
17 11 108916
31 18 109070
36 20 109140
47 31 109144
15 12 109154
47 40 109390
17 50 109550
26 7 109844
18 16 109895
42 28 110033
28 2 110317
13 46 110516
1 34 110569
13 31 110620
25 21 110644
22 28 110780
24 2 110878
31 28 111183
12 42 111273
24 48 111289
21 32 111477
44 46 111505
39 23 111632
15 28 111726
6 22 111750
10 26 112040
3 6 112113
6 10 112229
12 30 112339
2 44 112460
16 1 112573
37 14 112578
42 26 112776
42 3 112983
21 39 113139
29 24 113225
20 49 113298
39 19 113354
2 8 113361
3 14 113415
18 24 113510
13 25 113549
35 43 113549
15 24 113684
22 23 113813
25 28 113827
40 5 113921
45 46 114027
10 48 114637
41 25 114895
14 27 114994
23 46 115088
1 29 115191
27 47 115304
32 17 115566
31 2 115792
4 17 116013
1 13 116315
3 22 116586
27 18 116809
10 5 116900
36 23 116967
24 25 117347
39 41 117390
32 13 117548
33 20 118024
42 11 118141
50 12 118160
42 44 118167
42 6 118468
38 46 118521
14 1 118668
23 37 118707
18 20 118808
31 34 118843
4 19 118846
42 20 118886
41 17 119159
35 2 119201
35 9 119201
40 42 119279
17 8 119527
33 2 119555
26 5 119654
33 10 119663
32 47 120669
47 9 121009
45 32 121059
31 3 121175
8 39 121296
14 22 121793
41 7 121805
16 24 121988
24 37 122102
8 35 122210
31 1 122519
28 17 122571
33 13 122650
4 23 122859
49 1 123103
41 3 123194
24 26 123361
12 46 123678
31 9 124013
2 49 124281
37 43 124329
28 39 124340
31 35 124562
16 46 124694
47 37 125519
31 36 125538
33 30 125546
38 32 125553
47 4 125767
41 10 125805
4 46 125868
20 44 126025
7 21 126056
4 38 126292
37 10 126446
34 27 126582
24 17 126609
19 16 126889
8 37 126993
25 5 127019
39 38 127215
12 13 127246
3 21 127445
38 1 127486
20 34 128581
25 19 128708
16 5 128891
19 27 129309
25 23 129789
4 1 129950
35 25 129985
21 10 130056
38 3 130148
24 11 130264
30 49 130272
7 5 130504
40 30 130963
27 46 131608
46 30 131755
36 41 131861
20 6 132226
10 29 132301
16 50 132462
2 15 132652
11 13 133382
19 2 133782
22 11 134032
50 25 134281
6 13 134441
48 20 135697
42 35 135703
5 27 135805
36 21 136112
30 48 136248
36 49 136513
4 31 136836
10 44 137116
21 9 137275
12 25 137290
31 27 137725
7 50 137766
42 37 138046
23 3 138088
35 17 138729
36 27 138912
35 1 138973
3 32 139249
2 50 139355
45 10 139638
30 6 139748
22 26 140219
39 35 140498
8 1 140511
32 22 140682
10 23 140699
33 36 141239
1 15 141304
49 37 141549
32 9 142087
36 34 142198
20 14 142269
26 2 142329
10 47 142481
40 20 143338
30 43 143449
30 11 143475
32 36 143612
2 16 144013
1 22 144077
10 38 144132
16 7 144372
8 10 144792
43 13 145156
1 11 145281
5 30 145342
15 16 145422
16 36 145826
25 46 145933
24 46 146149
42 2 146348
31 25 146698
34 30 147255
1 12 147509
11 36 148300
30 26 148320
14 36 148323
13 18 148710
36 1 148764
1 26 149012
29 37 149461
37 15 149920
26 13 150027
3 15 150757
25 4 150816
38 9 151351
36 18 151971
15 27 152336
42 30 152339
1 40 153143
35 22 153197
13 37 153287
44 37 154276
34 13 154412
11 20 154508
20 1 155122
6 36 155441
34 10 155496
7 3 155632
20 43 155824
22 46 156198
25 20 156436
10 3 157653
16 35 157977
37 35 158091
2 13 158368
3 24 158634
48 36 158912
20 15 159316
36 7 159991
36 43 160074
27 35 161134
10 35 161215
3 35 161519
22 19 162568
2 46 162814
13 27 163330
37 16 163733
22 2 163842
13 30 164359
26 36 164945
8 20 165119
44 9 165404
40 36 166553
13 36 166846
4 37 167026
10 12 167230
13 22 168651
10 7 169753
32 2 169846
9 40 171035
9 12 171374
10 24 171760
20 41 172656
34 37 172656
29 9 172908
15 36 172933
36 12 173286
10 4 173489
37 30 174526
16 30 174613
37 3 174988
22 37 175066
49 9 175769
17 37 175780
20 21 176907
37 9 177826
36 17 178797
27 9 180530
36 39 180566
2 3 180659
36 8 182566
2 1 182584
34 9 183816
27 10 183952
2 17 184082
9 15 184140
20 35 184321
39 30 185623
18 9 186330
20 45 186478
8 9 187370
16 9 187444
10 2 188425
9 1 189298
9 17 190058
25 37 191042
20 31 191535
3 30 194108
20 16 195223
2 36 196784
20 13 198965
27 20 202137
7 37 203996
9 2 206449
20 3 206483
9 22 212779
22 10 217211
24 20 218600
20 30 229446
2 20 237579
37 20 245348
Case #183: 540
21 44 1198
48 6 1448
42 38 2749
11 48 6347
11 6 7795
6 17 8562
39 42 9075
16 44 10619
16 40 11172
38 39 11824
38 46 13331
11 17 13461
36 26 15133
46 42 16080
36 1 16479
3 14 16888
